rating,ASIN
4.0,0071387099
4.0,0152050310
4.0,0735671230
4.0,0993895115
3.1111111111111112,149100035X
3.1111111111111112,149127512X
4.666666666666667,1557834733
4.666666666666667,0399527133
4.666666666666667,0987706144
4.666666666666667,0375756698
4.666666666666667,0385142072
4.666666666666667,1553651669
4.666666666666667,0528013009
4.666666666666667,1905297513
4.666666666666667,0764145800
4.666666666666667,1118885740
4.666666666666667,1621060039
4.666666666666667,1570753709
4.666666666666667,0544222237
4.666666666666667,0159506530
4.666666666666667,1483804895
4.666666666666667,3899554914
4.666666666666667,1616288078
4.666666666666667,0810980789
4.666666666666667,0801090636
4.666666666666667,1563924676
4.666666666666667,1111127115
4.666666666666667,0691002371
4.666666666666667,0070079781
4.666666666666667,1612624227
4.666666666666667,0738217557
4.666666666666667,0060832851
4.666666666666667,0874777518
4.666666666666667,1416208909
4.666666666666667,1555911390
4.666666666666667,1845900782
4.666666666666667,1508601062
4.666666666666667,0962078204
4.666666666666667,1851497331
4.666666666666667,0316119334
4.666666666666667,0195313038
4.666666666666667,0664223273
4.666666666666667,147281083X
4.666666666666667,1465437894
4.666666666666667,1593095155
4.666666666666667,0754826295
4.666666666666667,1401200850
4.666666666666667,125006189X
4.666666666666667,1421577771
4.666666666666667,0465029175
4.666666666666667,0801031516
4.666666666666667,1440586330
4.666666666666667,1517359414
4.666666666666667,0988474913
4.666666666666667,0770436943
4.666666666666667,0881924601
4.666666666666667,0760344124
4.666666666666667,1938921097
4.666666666666667,1907704140
4.666666666666667,0893891479
4.666666666666667,0964425890
4.666666666666667,0595370136
4.666666666666667,1468312758
4.666666666666667,1626562105
4.666666666666667,1581606885
4.666666666666667,0935621466
4.666666666666667,1594745420
4.666666666666667,1570767416
4.666666666666667,0789743078
4.666666666666667,1844487164
4.666666666666667,1626252041
4.666666666666667,0595527450
4.666666666666667,1495345866
4.666666666666667,0985420391
4.666666666666667,1605543098
4.666666666666667,0792249658
4.3076923076923075,1595586830
4.3076923076923075,0691145644
4.3076923076923075,0892871261
4.3076923076923075,1908211261
4.3076923076923075,0929975456
4.3076923076923075,157912884X
4.3076923076923075,0837616433
4.3076923076923075,908227860X
4.3076923076923075,0674076265
4.3076923076923075,1632152541
4.3076923076923075,187856983X
4.3076923076923075,0393314812
4.3076923076923075,1600584004
4.3076923076923075,0142422886
4.3076923076923075,0300187173
4.3076923076923075,0495913359
4.3076923076923075,1609804244
4.3076923076923075,1491945281
4.3076923076923075,0996375902
4.3076923076923075,4766111745
4.3076923076923075,0963188984
4.3076923076923075,1495315339
4.3076923076923075,0764141244
4.3076923076923075,0486497054
4.3076923076923075,0553446967
4.3076923076923075,1904832164
4.3076923076923075,0679401288
4.3076923076923075,0822226030
4.3076923076923075,012803291X
4.3076923076923075,0831400722
4.3076923076923075,1601383681
4.3076923076923075,0764226576
4.3076923076923075,0792249755
4.3076923076923075,151424649X
4.3076923076923075,0787984264
4.3076923076923075,0970805047
4.3076923076923075,0692416951
4.3076923076923075,0807854646
4.3076923076923075,073820076X
4.3076923076923075,1455703354
3.7333333333333334,1455526304
3.7333333333333334,0441533825
3.7333333333333334,1626392099
3.7333333333333334,0822213672
3.7333333333333334,1584793171
3.7333333333333334,073821275X
3.7333333333333334,1742205755
3.7333333333333334,0801990955
3.625,0813038065
3.625,1419550004
4.1428571428571432,0805386629
4.1428571428571432,0817400001
4.1428571428571432,0060781858
4.1428571428571432,0763626341
4.1428571428571432,1482050781
4.1428571428571432,081184434X
4.1428571428571432,1841763969
4.1428571428571432,0470484756
4.1428571428571432,1592334350
4.1428571428571432,0896086135
4.1428571428571432,0312300670
4.1428571428571432,087552186X
4.1428571428571432,1857336631
4.1428571428571432,0970352522
4.1428571428571432,159257467X
4.1428571428571432,0070082030
4.1428571428571432,1612194834
4.1428571428571432,0300179499
4.1428571428571432,0517560607
4.1428571428571432,1514708426
4.1428571428571432,0544517903
4.1428571428571432,0802126146
4.1428571428571432,0801990718
3.4117647058823528,160078335X
3.4117647058823528,0205695906
4.833333333333333,0590425609
4.833333333333333,1593276893
4.833333333333333,607400577X
4.833333333333333,0061898074
4.833333333333333,1942146000
4.833333333333333,1439059217
4.833333333333333,1101990864
4.833333333333333,0690048254
4.833333333333333,0758604041
4.833333333333333,0443066841
4.833333333333333,1604078855
4.833333333333333,0870293958
4.833333333333333,147280693X
4.833333333333333,1589806492
4.833333333333333,0345501071
4.833333333333333,158023805X
4.833333333333333,0762782072
4.833333333333333,184905715X
4.833333333333333,1598533053
4.833333333333333,158685352X
4.833333333333333,0764212249
4.833333333333333,0762730897
4.833333333333333,0895551446
4.833333333333333,080105222X
4.833333333333333,1561011851
4.833333333333333,0764558927
4.833333333333333,0962289000
4.833333333333333,1988002125
4.833333333333333,0823099555
4.833333333333333,0722537263
4.833333333333333,0807737003
4.833333333333333,0821419730
4.833333333333333,158617424X
4.833333333333333,0688004717
4.833333333333333,1554079462
4.833333333333333,0071816216
4.833333333333333,1626818789
4.833333333333333,1421565854
4.833333333333333,1585365467
4.833333333333333,1449468578
4.833333333333333,1118313186
4.833333333333333,111135197X
4.833333333333333,0762763736
4.833333333333333,0440504104
4.833333333333333,0816504016
4.833333333333333,1579656269
4.4615384615384617,192913343X
4.4615384615384617,184448727X
4.4615384615384617,0310720915
4.4615384615384617,0131867164
4.4615384615384617,1591142288
4.4615384615384617,0312248806
4.4615384615384617,0811876403
4.4615384615384617,1943755051
4.4615384615384617,0323088481
4.4615384615384617,1606998951
4.4615384615384617,1133776558
4.4615384615384617,1476777772
4.4615384615384617,1472808932
4.4615384615384617,0545274435
4.4615384615384617,087946108X
4.4615384615384617,1118016734
4.4615384615384617,1742201997
4.4615384615384617,0801672058
4.4615384615384617,0306806037
4.4615384615384617,0226505308
4.4615384615384617,0071485872
4.4615384615384617,097632881X
4.4615384615384617,0760346038
4.4615384615384617,0809023407
4.4615384615384617,0875525636
4.4615384615384617,1611801257
4.4615384615384617,1782009221
4.4615384615384617,888370617X
4.4615384615384617,0892818913
4.4615384615384617,0618083553
4.4615384615384617,1770410953
4.4615384615384617,0811853616
4.4615384615384617,1565234529
4.4615384615384617,0800662229
4.4615384615384617,1514737159
4.4615384615384617,0595363423
4.4615384615384617,0077422414
4.4615384615384617,3868385444
4.4615384615384617,1580629326
4.4615384615384617,0972000011
4.4615384615384617,1617691046
4.4615384615384617,1419712543
4.4615384615384617,0787995517
4.4615384615384617,1612965253
4.4615384615384617,1580086861
4.4615384615384617,0073513717
4.4615384615384617,1634502205
4.4615384615384617,1567447503
4.4615384615384617,0792254902
4.4615384615384617,0691162751
4.4615384615384617,0764138707
4.4615384615384617,0486452530
4.4615384615384617,1285194888
4.4615384615384617,0735671761
4.4615384615384617,1421564173
4.4615384615384617,0131376705
3.8666666666666667,1101906073
3.8666666666666667,1422186415
3.8666666666666667,032179401X
3.8666666666666667,1423601033
3.8666666666666667,1501037420
3.8666666666666667,0156003937
3.8666666666666667,0870679848
3.8666666666666667,0804843198
3.8666666666666667,0300180845
3.8666666666666667,0609609009
3.8666666666666667,3540047581
3.8666666666666667,1567187463
3.75,145168973X
3.75,1426204582
3.75,0470503653
4.0,1517387507
4.0,1620877201
4.0,0738610151
4.0,1613731345
4.0,1932806903
4.0,1580088392
4.0,0262518805
4.0,0688007961
4.0,0786466553
4.0,1563928116
4.0,1589238648
4.0,006206407X
5.0,0985322551
5.0,0977780090
5.0,0892815701
5.0,159486070X
5.0,1632360098
5.0,0760347115
5.0,158270466X
5.0,0991141547
5.0,0739051660
5.0,0373283431
5.0,1584233273
5.0,1517093651
5.0,006073602X
5.0,0199663300
5.0,1615930884
5.0,1631360116
5.0,1858945860
5.0,1449466133
5.0,1933865490
5.0,0984476903
5.0,0794507549
5.0,0835609278
5.0,1451683561
5.0,0760345457
5.0,0060287934
3.1578947368421053,0240812646
3.5294117647058822,0316293245
3.5294117647058822,1932714162
4.2857142857142856,142218711X
4.2857142857142856,0735840849
4.2857142857142856,1559392193
4.2857142857142856,1565920007
4.2857142857142856,1604991410
4.2857142857142856,1250052920
4.2857142857142856,0446530700
4.2857142857142856,1886624763
4.2857142857142856,0875521886
4.2857142857142856,1412995167
4.2857142857142856,0814417876
4.2857142857142856,0618736964
4.2857142857142856,1580087817
4.2857142857142856,1492604135
4.2857142857142856,0470183012
4.2857142857142856,0425196143
4.2857142857142856,1605988200
4.2857142857142856,0345530527
4.2857142857142856,1933615230
4.2857142857142856,1590793560
4.2857142857142856,0757314155
4.2857142857142856,1585621536
4.2857142857142856,0865166226
4.2857142857142856,1857336712
4.2857142857142856,0470597097
4.2857142857142856,1941845134
4.2857142857142856,0911977023
4.2857142857142856,1118365984
4.2857142857142856,3037666528
4.2857142857142856,0760326959
4.2857142857142856,0736080228
4.2857142857142856,1118085558
4.615384615384615,0806514442
4.615384615384615,0972851739
4.615384615384615,1505396603
4.615384615384615,1439137277
4.615384615384615,0465008070
4.615384615384615,1558670955
4.615384615384615,0874872413
4.615384615384615,1595147942
4.615384615384615,0760344884
4.615384615384615,0789496941
4.615384615384615,1598428330
4.615384615384615,1935828665
4.615384615384615,0892878541
4.615384615384615,0847838021
4.615384615384615,9198021508
4.615384615384615,1612625975
4.615384615384615,1620554631
4.615384615384615,1608876004
4.615384615384615,0300022913
4.615384615384615,1565238125
4.615384615384615,0470185597
4.615384615384615,078526986X
4.615384615384615,1511863242
4.615384615384615,0944079318
4.615384615384615,0996687807
4.615384615384615,0316298891
4.615384615384615,081221692X
4.615384615384615,1622429915
4.615384615384615,0856967882
4.615384615384615,0767920740
4.615384615384615,0939009277
4.615384615384615,0674644840
4.615384615384615,0399173005
4.615384615384615,1578562651
4.615384615384615,1517721199
4.615384615384615,0890879656
4.615384615384615,1617691690
4.615384615384615,1938486293
4.615384615384615,0307945545
4.615384615384615,0789754738
4.615384615384615,1574868985
4.615384615384615,1607744821
4.615384615384615,1560107510
4.615384615384615,1576754936
4.615384615384615,0345347048
4.615384615384615,162465021X
4.615384615384615,0743226429
4.615384615384615,0544313534
3.3333333333333335,0792264223
3.3333333333333335,1612194346
3.875,0133486877
3.875,091847731X
3.875,0312358261
3.875,1573245887
3.875,1472911431
3.875,0781809738
3.875,1101898429
3.875,1632280175
3.6470588235294117,0974722103
3.6470588235294117,0131433547
3.6470588235294117,0810949741
3.6470588235294117,0945760418
4.7692307692307692,1594714800
4.7692307692307692,0615591876
4.7692307692307692,1886969736
4.7692307692307692,0373879911
4.7692307692307692,1889392294
4.7692307692307692,0823052001
4.7692307692307692,007148986X
4.7692307692307692,1886228183
4.7692307692307692,0684823128
4.7692307692307692,0955153034
4.7692307692307692,0879384069
4.7692307692307692,144246772X
4.7692307692307692,0789310759
4.7692307692307692,0811201813
4.7692307692307692,1421523345
4.7692307692307692,1593630905
4.7692307692307692,1442232579
4.7692307692307692,0835606899
4.7692307692307692,0931431158
4.7692307692307692,1565113071
4.7692307692307692,0373447000
4.7692307692307692,1613251068
4.7692307692307692,1572245247
4.7692307692307692,1440328331
4.7692307692307692,1484171403
4.7692307692307692,0984079440
4.7692307692307692,0972624465
4.7692307692307692,0857330993
4.7692307692307692,1882523024
4.7692307692307692,0325003084
4.7692307692307692,0969358601
4.7692307692307692,0345504011
4.7692307692307692,140952230X
4.7692307692307692,0978802209
4.7692307692307692,0760347875
4.7692307692307692,1618931709
4.7692307692307692,1592531458
4.7692307692307692,147280631X
4.7692307692307692,099181648X
4.7692307692307692,0983499918
4.7692307692307692,1613775075
4.7692307692307692,0794521436
4.7692307692307692,1609830539
4.7692307692307692,0891349626
4.7692307692307692,0595367267
4.7692307692307692,1606063227
4.7692307692307692,1844488942
4.7692307692307692,0898795648
4.7692307692307692,1421579669
4.7692307692307692,0764169734
4.7692307692307692,1421539934
4.7692307692307692,0528994735
4.7692307692307692,1605299502
4.7692307692307692,0071445587
4.7692307692307692,1401254624
4.7692307692307692,1576874354
4.7692307692307692,1426315104
4.7692307692307692,1845976061
4.7692307692307692,1423635000
4.7692307692307692,1631401408
4.4285714285714288,0440504902
4.4285714285714288,0811874885
4.4285714285714288,1609002466
4.4285714285714288,0976775824
4.4285714285714288,0385327730
4.4285714285714288,1563925869
4.4285714285714288,0806525029
4.4285714285714288,1600593356
4.4285714285714288,048624864X
4.4285714285714288,1452145164
4.4285714285714288,0143189204
4.4285714285714288,048647027X
4.4285714285714288,1581801556
4.4285714285714288,0156695006
4.4285714285714288,094205525X
4.4285714285714288,013707980X
4.4285714285714288,0495600822
4.4285714285714288,041582334X
4.4285714285714288,0873519922
4.4285714285714288,0988190702
4.4285714285714288,1118102096
4.4285714285714288,1572439459
4.4285714285714288,0805446532
4.4285714285714288,0768938953
4.4285714285714288,1935633295
4.4285714285714288,1591146879
4.4285714285714288,0764141864
4.4285714285714288,0071753680
4.4285714285714288,0113313551
4.4285714285714288,158255465X
4.4285714285714288,1449302459
4.4285714285714288,0060161612
4.4285714285714288,0345545141
4.4285714285714288,0140567356
4.1333333333333337,0802817599
4.1333333333333337,0486236226
4.1333333333333337,014100200X
4.1333333333333337,0465003478
4.1333333333333337,1401207898
4.1333333333333337,0132619318
4.1333333333333337,0803626770
4.1333333333333337,0786888423
4.1333333333333337,0071348492
4.1333333333333337,1402735979
4.1333333333333337,0764213091
4.1333333333333337,0262525798
4.1333333333333337,0736074724
4.1333333333333337,0843189231
4.1333333333333337,0977476057
4.1333333333333337,1600786863
4.1333333333333337,1514311666
2.8181818181818183,0996077014
3.263157894736842,0385337566
3.1,1478362014
3.1,0312366051
3.4444444444444446,0800730852
3.4444444444444446,1573927872
4.0,1416987282
4.0,1440218382
4.0,0300030819
4.0,1561639141
4.0,1592402992
4.0,0061431028
4.0,1499128304
4.0,0735645205
4.0,1499256892
4.0,1482351986
4.0,0823033104
4.0,0316323993
4.0,1626394504
4.0,0486295850
4.0,089051836X
4.2666666666666666,0801072182
4.2666666666666666,1887904069
4.2666666666666666,1618653830
4.2666666666666666,157324189X
4.2666666666666666,0802870724
4.2666666666666666,0700614656
4.2666666666666666,0073524956
4.2666666666666666,0133987035
4.2666666666666666,1599474891
4.2666666666666666,1620402122
4.2666666666666666,0615435467
4.2666666666666666,140410531X
4.2666666666666666,1849700370
4.2666666666666666,0195307526
4.2666666666666666,1610728815
4.2666666666666666,1421540010
4.2666666666666666,1441998896
4.2666666666666666,0500276218
4.2666666666666666,076455221X
4.2666666666666666,0140511539
4.2666666666666666,1405389710
4.2666666666666666,0830838090
4.2666666666666666,0810994070
4.9230769230769234,2355740763
4.9230769230769234,0393704815
4.9230769230769234,1402735057
4.9230769230769234,0393052389
4.9230769230769234,1601256698
4.9230769230769234,1440230854
4.9230769230769234,0520256670
4.9230769230769234,1596431210
4.9230769230769234,0932081258
4.9230769230769234,0744016711
4.9230769230769234,1440232954
4.9230769230769234,0944092845
4.9230769230769234,0744015545
4.9230769230769234,0307352668
4.9230769230769234,1499134983
4.9230769230769234,1593077424
4.9230769230769234,1570618682
4.9230769230769234,1446305937
4.9230769230769234,1449441629
4.9230769230769234,1603209301
4.9230769230769234,1440215812
4.9230769230769234,1933494190
4.9230769230769234,0292704038
4.9230769230769234,0804835764
4.9230769230769234,1891143972
4.9230769230769234,0671617680
4.9230769230769234,1938170113
4.9230769230769234,0789324318
4.9230769230769234,0323100457
4.9230769230769234,0156005980
4.9230769230769234,1599620677
4.9230769230769234,1770493468
4.9230769230769234,1455553956
4.9230769230769234,0470581565
4.9230769230769234,0996688900
4.9230769230769234,0760346534
4.9230769230769234,1906628556
4.9230769230769234,178221092X
4.9230769230769234,0760348634
4.9230769230769234,1440240396
3.5555555555555554,0316033758
3.5555555555555554,0801027977
3.7647058823529411,1606900854
3.7647058823529411,0394711068
3.7647058823529411,0865717214
3.7647058823529411,0091949807
3.7647058823529411,1626198403
4.5714285714285712,0268037078
4.5714285714285712,0764421050
4.5714285714285712,081099772X
4.5714285714285712,1580492533
4.5714285714285712,0130882399
4.5714285714285712,0300215339
4.5714285714285712,1617805599
4.5714285714285712,0982051824
4.5714285714285712,1118758617
4.5714285714285712,193340518X
4.5714285714285712,9380741855
4.5714285714285712,1421564114
4.5714285714285712,0800733843
4.5714285714285712,0205955339
4.5714285714285712,0761459731
4.5714285714285712,1553413547
4.5714285714285712,B00O80WBZU
4.5714285714285712,0793522455
4.5714285714285712,0448488531
4.5714285714285712,149431116X
4.5714285714285712,1593853122
4.5714285714285712,0547480342
4.5714285714285712,0137047975
4.5714285714285712,0738709050
4.5714285714285712,0198610696
4.5714285714285712,1935567276
4.5714285714285712,1936782952
4.5714285714285712,0064435776
4.5714285714285712,0990889866
4.5714285714285712,1580050077
4.5714285714285712,156148461X
4.5714285714285712,0801027039
4.5714285714285712,0385190336
4.5714285714285712,0801015863
4.5714285714285712,1591796822
4.5714285714285712,1568984308
4.5714285714285712,1401324274
4.5714285714285712,1566953561
4.5714285714285712,0876592094
4.0,0596523025
4.0,1462116078
4.0,1901923231
4.0,0307266222
4.0,1565237951
4.0,0345547144
4.0,1599324172
4.0,0972322108
4.0,1118663586
4.0,0071772456
4.0,0553538101
4.0,0140446427
4.0,1572244984
4.25,1484050797
4.25,1618371851
4.25,0190216735
4.25,0321943228
4.25,0132843218
4.25,1438003773
4.25,0882666126
4.25,0545147131
4.25,0712349197
4.25,0195093852
4.25,0385392125
4.25,0978721004
4.25,0877849412
4.25,0762770864
4.25,1634505840
4.25,0802713963
4.25,1502764024
4.25,0062505572
4.25,0750685182
4.25,0830815376
4.25,0133046001
4.25,0891061703
4.25,1613250932
4.25,0618918639
3.5789473684210527,0761182381
3.5789473684210527,1503053601
3.5789473684210527,0471197130
3.5789473684210527,0142000795
4.5333333333333332,1400043883
4.5333333333333332,0199744394
4.5333333333333332,1591397758
4.5333333333333332,161180129X
4.5333333333333332,0373879199
4.5333333333333332,0071381767
4.5333333333333332,1438075545
4.5333333333333332,0446912107
4.5333333333333332,1585713929
4.5333333333333332,0802426239
4.5333333333333332,054701547X
4.5333333333333332,1848563647
4.5333333333333332,080630846X
4.5333333333333332,1578262739
4.5333333333333332,193249460X
4.5333333333333332,0932956378
4.5333333333333332,1583946594
4.5333333333333332,078942083X
4.5333333333333332,1598532057
4.5333333333333332,0785830308
4.5333333333333332,1563927632
4.5333333333333332,0760348618
4.5333333333333332,0486244431
4.5333333333333332,1563834030
4.5333333333333332,1579906885
4.5333333333333332,1454913711
4.5333333333333332,1285449053
4.5333333333333332,0061698954
4.5333333333333332,0395981387
4.5333333333333332,0835609413
4.5333333333333332,0470885734
4.5333333333333332,0960742417
4.5333333333333332,0870829548
4.5333333333333332,1503111288
4.5333333333333332,1481019333
4.5333333333333332,1909855847
4.5333333333333332,0425228347
3.4,1938441710
3.7777777777777777,0811842541
3.7777777777777777,1601901453
3.7777777777777777,0966324609
4.8571428571428568,1612624235
4.8571428571428568,0615717004
4.8571428571428568,0199791007
4.8571428571428568,1632152347
4.8571428571428568,0500286744
4.8571428571428568,1604684992
4.8571428571428568,0877793417
4.8571428571428568,1568364407
4.8571428571428568,0809033623
4.8571428571428568,1617753920
4.8571428571428568,1893103056
4.8571428571428568,0316376701
4.8571428571428568,0310221528
4.8571428571428568,1629053783
4.8571428571428568,0811849627
4.8571428571428568,0789329727
4.8571428571428568,0544232704
4.8571428571428568,1570764026
4.8571428571428568,1401947328
4.8571428571428568,1933617837
4.8571428571428568,1421523337
4.8571428571428568,1465419594
4.8571428571428568,0756606705
4.8571428571428568,1438003447
4.8571428571428568,0937822582
4.8571428571428568,1495009130
4.8571428571428568,0373864221
4.8571428571428568,1593934009
4.8571428571428568,1613251599
4.8571428571428568,1603747117
4.8571428571428568,0804843848
4.8571428571428568,142158316X
4.8571428571428568,1285065131
4.0,0830828036
4.0,0898797063
4.0,1451627823
4.0,0544284224
4.0,022620538X
4.0,1609710126
4.0,0385526172
4.0,1889752061
4.0,1579902278
4.0,0446347884
4.5,161321815X
4.5,0375429646
4.5,0596006489
4.5,1907804137
4.5,1603585885
4.5,1896597297
4.5,0762105089
4.5,052888123X
4.5,088415002X
4.5,0955006120
4.5,0764196928
4.5,0824832140
4.5,0756686792
4.5,1472924002
4.5,0892819456
4.5,1426715900
4.5,1443444669
4.5,161325055X
4.5,0596518188
4.5,0811857328
4.5,1593272723
4.5,1573243035
4.5,1616281618
4.5,1285425715
4.5,1626980500
4.5,0758290373
4.5,1442452633
3.7894736842105261,1608826562
3.7894736842105261,0471183423
3.7894736842105261,076245797X
3.7894736842105261,0886852161
3.7894736842105261,1492269557
3.2727272727272729,0375722203
4.8,1620931486
4.8,0062732978
4.8,1419706721
4.8,0307341658
4.8,0567550001
4.8,0810982498
4.8,1780928548
4.8,1465414436
4.8,1616369280
4.8,1422498735
4.8,1742708773
4.8,0965153509
4.8,1566563984
4.8,1940655013
4.8,0762786841
4.8,097016243X
4.8,0553535382
4.8,078519164X
4.8,0882404849
4.8,0963583204
4.8,1596067217
4.8,1558641297
4.8,1630473421
4.8,160706426X
4.8,076366555X
4.8,076420663X
4.8,032317292X
4.8,0470570806
4.8,1940978785
4.8,0892391634
4.8,0486265439
4.8,0981579000
4.8,3791337173
4.8,0718038622
3.6,1586487620
3.6,081668944X
3.4285714285714284,0802137660
4.2352941176470589,1626562903
4.2352941176470589,0823098478
4.2352941176470589,144936294X
4.2352941176470589,0470624183
4.2352941176470589,089330008X
4.2352941176470589,0807080624
4.2352941176470589,1101873175
4.2352941176470589,080102966X
4.2352941176470589,1581158688
4.2352941176470589,1250058643
4.2352941176470589,0159007763
4.2352941176470589,1250034272
4.2352941176470589,0762440244
4.2352941176470589,0887405274
4.2352941176470589,0812971817
4.2352941176470589,0470040599
4.2352941176470589,0140447318
4.2352941176470589,0310868254
4.2352941176470589,0471214582
4.0,149736437X
4.0,0140436472
4.0,0765333740
4.0,1490936556
4.0,0802714447
4.0,1464205736
4.75,1606999060
4.75,0785193677
4.75,1558965688
4.75,0061320684
4.75,1401258700
4.75,0517707292
4.75,0241953847
4.75,083881610X
4.75,158617200X
4.75,0448479389
4.75,0758641982
4.75,0195179560
4.75,1569246505
4.75,0316225819
4.75,1566953006
4.75,1939526132
4.75,1607069385
4.75,0194325385
4.75,1781164118
4.75,0810945312
4.75,1581572433
4.75,0310515122
4.75,155725639X
4.75,1421581302
4.75,0674824261
4.75,0300140908
4.75,0345547160
4.75,1934137782
4.75,0323083471
4.75,1507890931
4.2222222222222223,0735669414
4.2222222222222223,0984002952
4.2222222222222223,1250071585
4.2222222222222223,1579548474
4.2222222222222223,142674465X
4.2222222222222223,081183140X
4.2222222222222223,0738736252
4.2222222222222223,1137278919
4.2222222222222223,0470581220
4.2222222222222223,0915145693
4.2222222222222223,044041072X
4.2222222222222223,156392742X
4.2222222222222223,1594746133
3.6190476190476191,1101870249
3.6190476190476191,1119049784
3.6190476190476191,0307378136
3.8,0674504801
3.8,0486230198
3.8,0770433219
3.8,0807061492
3.8,1451688180
3.8,1560971169
3.4545454545454546,0553592319
3.4545454545454546,0078110939
4.4705882352941178,0786960450
4.4705882352941178,1137278803
4.4705882352941178,1594772304
4.4705882352941178,0307394859
4.4705882352941178,0809033593
4.4705882352941178,0374251932
4.4705882352941178,0071832386
4.4705882352941178,0671791877
4.4705882352941178,0500290768
4.4705882352941178,1401308155
4.4705882352941178,0805059032
4.4705882352941178,0578135108
4.4705882352941178,0744014476
4.4705882352941178,080241334X
4.4705882352941178,1560009276
4.4705882352941178,1908844523
4.4705882352941178,099037162X
4.4705882352941178,0827608918
4.4705882352941178,1445428628
4.4705882352941178,1517495911
4.4705882352941178,0764142658
4.0,1616557559
4.0,1503045072
4.0,1936434482
4.0,1621574148
4.0,0062413902
5.0,1557997926
5.0,1419716093
5.0,160381194X
5.0,1857885988
5.0,1603585265
5.0,061599234X
5.0,0740777394
5.0,1476702861
5.0,0310253160
5.0,0916883507
5.0,145556284X
5.0,0838876080
5.0,0692519580
5.0,8186211926
3.6363636363636362,0152013059
3.6363636363636362,0979907306
3.6363636363636362,1904738095
4.4444444444444446,080107262X
4.4444444444444446,0979132401
4.4444444444444446,1584793384
4.4444444444444446,0988950405
4.4444444444444446,030791173X
4.4444444444444446,086171136X
4.4444444444444446,1618930079
4.4444444444444446,144031473X
4.4444444444444446,0743255380
4.4444444444444446,1508599653
4.4444444444444446,0071597298
4.4444444444444446,159184648X
4.4444444444444446,0762438053
4.4444444444444446,1497456762
4.4444444444444446,0972121846
4.4444444444444446,163450545X
4.4444444444444446,0764126016
4.4444444444444446,0137142838
4.4444444444444446,161427438X
4.4444444444444446,160037316X
4.4444444444444446,0486258130
4.4444444444444446,0806523794
4.4444444444444446,0882723855
4.4444444444444446,1573446548
4.2105263157894735,0826355919
4.2105263157894735,1491906847
4.2105263157894735,1933494476
4.2105263157894735,0553418378
4.2105263157894735,1618658727
4.2105263157894735,0738712620
4.2105263157894735,1592402666
4.2105263157894735,059651431X
3.2,1423184238
3.8095238095238093,1889150606
3.3333333333333335,0306813734
3.4782608695652173,0495012017
4.7058823529411766,1938469143
4.7058823529411766,0345490398
4.7058823529411766,0147514401
4.7058823529411766,1565237412
4.7058823529411766,178028523X
4.7058823529411766,1421539942
4.7058823529411766,0785807209
4.7058823529411766,0849752728
4.7058823529411766,0123819598
4.7058823529411766,0373788517
4.7058823529411766,0545103398
4.7058823529411766,079226276X
4.7058823529411766,0195118014
4.7058823529411766,0310386217
4.7058823529411766,0882846558
4.7058823529411766,0547815506
4.7058823529411766,1580233708
4.7058823529411766,0486605868
4.7058823529411766,1603093753
4.7058823529411766,1440338388
4.7058823529411766,037575945X
4.7058823529411766,1598568329
4.7058823529411766,1575421925
4.7058823529411766,0692263365
4.7058823529411766,0844207985
4.7058823529411766,0470186488
4.7058823529411766,0803266332
4.7058823529411766,1421532271
4.7058823529411766,0373446993
4.7058823529411766,0789914093
4.7058823529411766,0813118735
4.7058823529411766,1603584536
4.7058823529411766,1741047404
4.0,0486205444
4.0,0071826343
4.0,1514678160
4.0,006229637X
4.0,0199926514
4.0,1401322689
4.0,1616084448
4.0,1594934754
3.8181818181818183,013168728X
3.8181818181818183,1493007971
4.666666666666667,0486793680
4.666666666666667,048620054X
4.666666666666667,0768427207
4.666666666666667,0674069412
4.666666666666667,1118957407
4.666666666666667,1591430747
4.666666666666667,0071828982
4.666666666666667,0130360015
4.666666666666667,1449447155
4.666666666666667,0892968850
4.666666666666667,1933865318
4.666666666666667,1931082006
4.666666666666667,0835899950
4.666666666666667,1419707760
4.666666666666667,161325038X
4.666666666666667,0375700838
4.666666666666667,1577318919
4.666666666666667,1481415247
4.666666666666667,0804142653
4.666666666666667,1492617830
4.666666666666667,0071744126
4.9411764705882355,1935600494
4.9411764705882355,1606994964
4.9411764705882355,1449466311
4.9411764705882355,0830836934
4.9411764705882355,0132915693
4.9411764705882355,1628652209
4.9411764705882355,0375426167
4.9411764705882355,1934656038
4.9411764705882355,0800723104
4.9411764705882355,1572551348
4.9411764705882355,0590451561
4.9411764705882355,1783293217
4.9411764705882355,0764345664
4.9411764705882355,0736917829
4.9411764705882355,0316340022
4.9411764705882355,1580236278
4.9411764705882355,1591141516
4.9411764705882355,0980715512
4.9411764705882355,0761183191
4.9411764705882355,1421571528
4.2,1438000286
4.2,0806977736
4.2,1897299745
4.2,1849941211
4.2,0465019315
4.2,0071579907
4.2,0872865193
4.2,1612120512
4.2,089608776X
4.2,0980178290
4.2,160163031X
4.2,1607744384
4.2,0736948104
3.652173913043478,0547553951
3.36,1617752649
4.4210526315789478,0778804119
4.4210526315789478,0764586505
4.4210526315789478,1517597846
4.4210526315789478,1480007994
4.4210526315789478,0978637372
4.4210526315789478,0895294125
4.4210526315789478,0415921988
4.4210526315789478,0486216497
4.4210526315789478,048643222X
4.4210526315789478,1439109060
4.4210526315789478,1440591687
4.4210526315789478,019021886X
